WKT,OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"MULTIPOLYGON (((-43211.8838 165719.004,-43236.513 165750.5372,-43255.9734 165776.493799999,-43279.3867 165809.041,-43300.7725 165841.771199999,-43285.8859 165807.381,-43264.9544 165770.446900001,-43213.6989 165688.393300001,-43213.0649 165687.3784,-43148.0698 165585.751800001,-43100.9911 165507.9419,-43087.9225 165486.350099999,-43081.0487 165473.7947,-43070.1349 165451.9079,-43064.7081 165440.5974,-43052.1053 165410.5669,-43040.9466 165381.6974,-43031.5791 165393.237,-43006.6665 165433.038699999,-42995.3362 165453.844,-43005.957 165473.377,-43049.9247 165544.269200001,-43124.8735 165661.687899999,-43125.2696 165669.0386,-43121.1539 165679.8072,-43057.527 165717.4937,-43054.7921 165718.1327,-43051.1693 165719.9857,-43047.7115 165721.8387,-43044.7476 165723.3836,-43044.0747 165725.0516,-43042.4418 165729.0984,-43041.2889 165733.113299999,-43040.137 165737.9011,-43039.807 165742.5339,-43040.466 165745.9307,-43041.454 165747.629699999,-43043.7599 165750.100500001,-43048.8647 165751.7994,-43051.8286 165752.2623,-43058.4153 165752.417199999,-43062.6971 165751.952099999,-43066.32 165751.335100001,-43070.2718 165750.871,-43078.1764 165750.252900001,-43081.7993 165750.0989,-43085.5871 165749.6358,-43090.6919 165748.399800001,-43099.9144 165745.9287,-43106.0071 165743.921700001,-43110.7829 165743.3037,-43158.8887 165733.621099999,-43170.8462 165727.5251,-43183.7415 165724.2426,-43201.795 165719.319,-43211.8838 165719.004)))","760","13008","1312","06","007","02","13120600702","007437",Porto,"200080","2011","13120600702",,"8",Subsecção,"23","0","0","0","0","23","0","23","0","0","0","23","0","0","0","0","0","0","23","0","0","0","0","23","0","0","0","0","184","184","184","0","0","166","166","5","166","166","166","166","5","123","38","0","3","70","1","1","0","152","9","166","0","88","60","81","34","141","20","5","139","55","24","12","32","67","454","205","249","455","213","242","8","17","18","33","27","16","270","254","109","6","11","6","20","16","9","128","119","42","2","6","12","13","11","7","142","135","67","9","14","14","17","18","1","11","179","71","75","55","6","17","7","25","159","143","215","1","24","134","75","112"
"MULTIPOLYGON (((-45214.2682 165704.7018,-45215.3081 165705.601399999,-45218.2183 165706.9815,-45224.9384 165709.6412,-45235.9979 165713.201,-45239.4781 165713.511,-45243.688 165714.701099999,-45250.6181 165717.101,-45253.4881 165717.7005,-45261.7979 165719.980699999,-45269.9578 165723.010299999,-45276.3181 165727.260199999,-45280.0682 165730.2,-45282.9778 165732.82,-45286.5081 165753.3894,-45287.1185 165759.919299999,-45283.429 165768.419199999,-45276.1791 165782.699100001,-45272.1896 165794.6393,-45267.1301 165806.949,-45260.9803 165818.569,-45254.5205 165832.479,-45252.0409 165842.599300001,-45261.9354 165833.0965,-45281.6612 165794.6829,-45290.8607 165781.088300001,-45299.4112 165771.703600001,-45302.3191 165766.853800001,-45359.4986 165772.1096,-45403.7812 165607.1153,-45397.5043 165586.6533,-45397.4911 165586.610400001,-45361.6344 165609.257200001,-45348.5047 165617.549900001,-45318.9748 165636.722,-45214.2682 165704.7018)))","761","13009","1312","09","004","05","13120900405","007437",Porto,"200341","2011","13120900405",,"8",Subsecção,"6","2","2","0","0","4","0","6","0","0","0","2","4","0","0","0","0","0","0","0","4","1","1","6","0","0","0","0","59","59","59","0","0","54","54","1","54","54","54","54","0","6","38","10","0","13","15","26","13","46","3","54","0","37","16","6","17","50","4","0","35","8","12","7","17","7","113","53","60","118","53","65","7","8","5","10","6","1","81","80","7","3","5","3","3","2","0","37","37","2","4","3","2","7","4","1","44","43","5","0","6","3","6","5","0","6","3","6","11","17","0","64","1","3","61","14","29","0","10","51","27","32"
"MULTIPOLYGON (((-42587.8789 165750.5832,-42570.2245 165827.8632,-42579.7022 165844.9603,-42666.357 165798.5308,-42673.3067 165807.5483,-42674.4637 165811.4561,-42672.8885 165820.667199999,-42686.3509 165804.7478,-42709.7103 165777.1874,-42665.9857 165767.950099999,-42594.8876 165752.193,-42587.8789 165750.5832)))","762","13010","1312","06","009","01","13120600901","007437",Porto,"200085","2011","13120600901",,"8",Subsecção,"1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-36450.9752 165707.3662,-36450.9763 165716.585899999,-36438.2252 165758.352299999,-36432.0237 165782.712300001,-36426.1082 165813.6241,-36425.2955 165846.969799999,-36439.2317 165821.6417,-36476.7437 165769.704600001,-36518.0886 165733.3748,-36533.9998 165719.394300001,-36504.1598 165682.399,-36479.6445 165652.008300001,-36469.6059 165642.3627,-36458.5513 165638.8539,-36448.2411 165674.7665,-36447.5291 165679.395400001,-36450.9752 165707.3662)))","763","13011","1312","03","028","04","13120302804","007437",Porto,"199631","2011","13120302804",,"8",Subsecção,"1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","30","30","30","0","0","24","24","4","24","24","24","24","1","5","18","0","0","2","2","1","2","22","2","24","0","9","14","3","10","21","3","0","26","6","7","5","11","6","75","33","42","77","34","43","2","7","7","5","5","4","51","47","5","1","2","1","4","4","1","23","22","3","1","5","6","1","1","3","28","25","2","1","5","4","3","6","0","1","11","14","19","14","0","7","0","3","34","13","24","0","4","30","19","25"
"MULTIPOLYGON (((-43395.2242 165716.806,-43418.3259 165795.427200001,-43430.2536 165812.564300001,-43454.6259 165849.099300001,-43519.4086 165804.4102,-43543.1034 165790.931299999,-43488.6539 165688.5987,-43447.6349 165710.2424,-43438.2291 165694.000299999,-43395.2242 165716.806)))","764","13012","1312","06","008","01","13120600801","007437",Porto,"200081","2011","13120600801",,"8",Subsecção,"27","24","6","9","9","3","0","21","5","1","3","24","0","4","2","0","16","3","0","0","0","1","1","22","1","3","0","1","35","35","35","0","0","26","26","6","26","26","26","26","0","8","10","8","1","4","14","4","0","20","5","26","0","15","8","10","6","22","4","0","16","7","4","3","6","9","61","27","34","63","27","36","3","4","5","2","2","4","37","33","12","0","0","3","2","2","2","17","15","5","3","4","2","0","0","2","20","18","7","0","2","3","2","2","0","5","10","2","5","11","1","26","0","4","26","12","21","0","2","24","17","18"
"MULTIPOLYGON (((-40626.3603 165778.2751,-40682.8955 165849.749299999,-40696.8588 165840.612400001,-40709.8322 165839.801200001,-40724.6835 165832.9902,-40744.8265 165825.2062,-40748.0704 165821.315300001,-40751.8252 165820.5043,-40754.922 165819.4003,-40758.7019 165818.597200001,-40764.1996 165817.9092,-40773.5742 165816.9661,-40776.5771 165816.449,-40788.5265 165815.313899999,-40797.4581 165814.503799999,-40792.4873 165809.51,-40755.2726 165782.4168,-40748.6149 165779.821,-40725.2289 165772.196699999,-40713.6213 165764.5722,-40698.1488 165751.198,-40626.1989 165746.272399999,-40626.3603 165778.2751)))","765","13013","1312","04","014","04","13120401404","007437",Porto,"199814","2011","13120401404",,"8",Subsecção,"47","39","1","10","28","8","0","45","1","1","39","8","0","31","11","3","1","0","1","0","0","0","0","15","1","29","0","2","82","82","81","1","0","54","55","24","54","54","54","54","14","25","15","0","2","27","2","0","0","26","26","55","0","42","13","24","9","48","6","1","34","13","6","6","9","11","103","46","57","107","49","58","7","1","3","4","3","3","57","54","35","4","1","2","1","0","1","30","29","11","3","0","1","3","3","2","27","25","24","4","1","1","5","3","1","5","16","17","13","21","1","22","2","6","41","35","46","0","5","36","18","32"
"MULTIPOLYGON (((-45302.3191 165766.853800001,-45311.1348 165775.6742,-45324.5124 165797.476,-45336.648 165820.3828,-45350.4406 165842.4606,-45356.5754 165850.645099999,-45543.2704 165751.066400001,-45558.9336 165742.0066,-45550.9197 165715.6799,-45540.2059 165685.681399999,-45535.2059 165659.253699999,-45515.9204 165620.684800001,-45489.4921 165560.686899999,-45483.951 165532.428099999,-45482.041 165533.5781,-45458.4516 165548.108200001,-45397.4911 165586.610400001,-45397.5043 165586.6533,-45403.7812 165607.1153,-45359.4986 165772.1096,-45302.3191 165766.853800001)))","766","13014","1312","09","004","04","13120900404","007437",Porto,"200340","2011","13120900404",,"8",Subsecção,"21","16","3","13","0","5","0","21","0","0","1","15","5","0","0","0","1","1","3","2","0","14","0","20","1","0","0","0","83","83","83","0","0","74","74","5","73","73","73","73","0","4","46","24","0","11","37","30","5","65","4","74","0","34","33","19","22","69","5","0","65","15","23","8","22","28","204","100","104","212","104","108","8","9","13","24","21","13","129","116","29","3","7","5","13","12","7","62","55","14","5","2","8","11","9","6","67","61","15","0","8","6","11","17","0","14","13","18","25","40","2","97","1","4","98","22","76","1","14","83","56","61"
"MULTIPOLYGON (((-36518.0886 165733.3748,-36521.2239 165778.316,-36520.1111 165795.0274,-36516.7703 165810.6248,-36514.9358 165851.758099999,-36519.2536 165848.710200001,-36539.8097 165847.4322,-36546.7783 165837.671499999,-36547.3578 165785.5046,-36549.0617 165783.515699999,-36573.1887 165780.9157,-36573.5828 165686.3464,-36533.9998 165719.394300001,-36518.0886 165733.3748)))","767","13015","1312","03","028","03","13120302803","007437",Porto,"199630","2011","13120302803",,"8",Subsecção,"7","1","1","0","0","6","0","7","0","0","1","6","0","1","0","0","6","0","0","0","0","0","0","0","6","0","1","0","65","65","65","0","0","56","56","9","56","55","56","55","29","22","5","0","4","31","0","0","0","2","53","58","0","39","13","23","8","47","9","2","41","16","9","0","9","21","130","70","60","138","75","63","0","4","6","11","10","7","89","82","28","0","0","1","8","7","7","55","48","11","0","4","5","3","3","0","34","34","17","15","9","3","6","4","0","1","57","22","20","7","0","1","0","13","32","38","82","0","5","27","22","16"
"MULTIPOLYGON (((-38537.3226 165795.719699999,-38536.7602 165796.9723,-38523.7412 165829.252,-38518.5194 165854.287,-38518.5121 165854.3221,-38518.534 165854.3134,-38638.8999 165806.479,-38780.1973 165746.980599999,-38747.3235 165731.8104,-38595.6965 165667.225400001,-38594.8666 165669.0525,-38566.1504 165731.509,-38566.1487 165731.512599999,-38537.3226 165795.719699999)))","768","13016","1312","02","010","01","13120201001","007437",Porto,"199351","2011","13120201001",,"8",Subsecção,"49","20","3","13","4","20","9","44","3","2","29","14","6","3","12","24","5","4","0","1","0","0","0","1","32","16","0","0","171","171","171","0","0","133","133","31","133","133","133","133","14","50","61","8","3","43","20","3","1","66","60","133","0","87","40","68","15","116","14","3","89","32","16","10","16","39","290","133","157","296","135","161","11","4","3","7","6","19","171","152","100","8","1","2","5","5","12","84","72","35","3","3","1","2","1","7","87","80","65","7","6","2","3","10","0","24","63","24","41","50","4","86","5","15","120","102","137","0","20","100","43","83"
"MULTIPOLYGON (((-38395.1754 165816.515900001,-38512.2641 165866.5986,-38518.5121 165854.3221,-38518.5194 165854.287,-38523.7412 165829.252,-38536.7602 165796.9723,-38537.3226 165795.719699999,-38498.0326 165778.1368,-38421.7366 165750.2443,-38395.1754 165816.515900001)))","769","13017","1312","03","027","02","13120302702","007437",Porto,"199623","2011","13120302702",,"8",Subsecção,"33","26","1","2","23","7","0","33","0","0","21","11","1","0","15","10","4","2","2","0","0","0","0","4","20","5","4","0","80","80","80","0","0","53","53","20","53","53","53","53","2","27","21","3","0","16","5","3","0","14","34","54","0","30","19","26","15","46","7","1","39","16","9","10","15","15","129","51","78","133","54","79","11","8","5","5","5","9","69","60","35","5","5","2","4","4","3","28","25","10","6","3","3","1","1","6","41","35","25","0","6","1","3","4","2","8","26","14","19","27","0","24","2","7","48","38","52","0","8","40","27","30"
"MULTIPOLYGON (((-38910.3898 165850.6139,-39013.9546 165867.1767,-39019.136 165830.2741,-38989.9412 165735.049,-39032.2469 165688.4936,-39033.9387 165675.233100001,-38987.6836 165664.5108,-38869.7911 165710.703600001,-38780.1973 165746.980599999,-38638.8999 165806.479,-38682.3161 165809.104699999,-38711.9179 165815.1063,-38910.3898 165850.6139)))","770","13018","1312","02","009","01","13120200901","007437",Porto,"199349","2011","13120200901",,"8",Subsecção,"51","27","1","26","0","22","2","33","16","2","12","25","14","0","17","19","3","3","0","3","3","3","0","6","44","1","0","0","256","252","252","0","4","206","206","27","206","206","206","206","9","63","120","14","6","81","77","66","6","151","48","207","3","124","78","68","48","194","13","0","148","60","37","20","48","60","496","223","273","505","226","279","19","17","19","33","24","25","300","275","117","11","9","11","20","14","14","135","121","40","8","8","8","13","10","11","165","154","77","3","15","9","20","16","1","44","53","35","75","93","3","200","3","10","237","114","191","0","28","209","102","158"
"MULTIPOLYGON (((-40687.4764 165858.515799999,-40752.4037 165869.123299999,-40764.405 165859.3135,-40756.4082 165840.647399999,-40767.4976 165829.5526,-40773.5742 165816.9661,-40764.1996 165817.9092,-40758.7019 165818.597200001,-40754.922 165819.4003,-40751.8252 165820.5043,-40748.0704 165821.315300001,-40744.8265 165825.2062,-40724.6835 165832.9902,-40709.8322 165839.801200001,-40696.8588 165840.612400001,-40682.8955 165849.749299999,-40687.4764 165858.515799999)))","771","13019","1312","04","014","03","13120401403","007437",Porto,"199813","2011","13120401403",,"8",Subsecção,"21","21","1","5","15","0","0","21","0","0","21","0","0","20","1","0","0","0","0","0","0","0","0","1","0","20","0","0","22","22","22","0","0","16","16","3","16","16","16","16","4","11","1","0","1","8","0","1","0","4","11","16","0","13","2","10","2","13","2","1","10","5","1","1","2","4","31","11","20","32","12","20","1","1","0","0","0","1","18","17","12","0","1","0","0","0","1","7","6","4","1","0","0","0","0","0","11","11","8","2","1","0","0","0","0","0","9","3","8","1","0","3","2","2","8","13","18","0","3","5","1","7"
"MULTIPOLYGON (((-39013.9546 165867.1767,-39038.3156 165870.6204,-39043.674 165834.2238,-39064.9986 165692.258300001,-39066.3304 165679.1458,-39077.6612 165615.509299999,-39021.246 165647.3003,-38987.6836 165664.5108,-39033.9387 165675.233100001,-39032.2469 165688.4936,-38989.9412 165735.049,-39019.136 165830.2741,-39013.9546 165867.1767)))","772","13020","1312","02","007","03","13120200703","007437",Porto,"199345","2011","13120200703",,"8",Subsecção,"26","20","0","2","18","6","0","24","2","0","19","2","5","0","0","0","10","16","0","0","0","0","0","18","8","0","0","0","61","61","61","0","0","46","46","14","46","46","46","46","1","16","24","5","0","12","15","2","0","11","35","46","0","31","14","22","5","42","3","1","29","9","8","2","5","14","94","41","53","100","45","55","1","4","2","4","4","7","56","49","33","1","2","1","2","2","4","26","22","13","0","2","1","2","2","3","30","27","20","1","2","1","1","2","0","5","10","7","10","20","0","47","1","4","40","35","48","0","8","32","12","31"
"MULTIPOLYGON (((-39623.4227 165817.956499999,-39646.9058 165828.331700001,-39814.2089 165871.043199999,-39816.9847 165864.2094,-39826.8989 165833.159499999,-39812.0395 165823.678099999,-39795.949 165809.5989,-39791.4232 165805.576199999,-39787.4013 165800.5484,-39782.1784 165785.3521,-39779.5674 165772.775699999,-39778.4984 165769.6938,-39778.3493 165764.345,-39778.8802 165753.558499999,-39781.6525 165698.6106,-39781.4591 165657.928200001,-39780.1938 165627.921499999,-39778.4038 165618.059900001,-39773.6918 165605.804400001,-39764.2761 165593.7961,-39756.0624 165583.4386,-39746.9827 165571.848200001,-39701.7236 165661.9164,-39623.4227 165817.956499999)))","773","13021","1312","12","003","01","13121200301","007437",Porto,"200948","2011","13121200301",,"8",Subsecção,"93","67","1","19","47","26","0","92","1","0","58","30","5","43","13","8","7","11","5","2","3","1","0","2","22","67","1","1","232","232","232","0","0","162","162","52","162","162","162","159","39","68","52","3","10","83","17","2","1","51","104","167","0","117","44","67","26","145","18","4","105","41","10","12","25","36","348","154","194","355","162","193","11","8","11","13","11","31","222","191","90","4","4","7","9","8","12","99","87","39","7","4","4","4","3","19","123","104","51","6","8","7","10","6","2","24","95","35","60","75","3","51","3","23","126","107","171","0","14","112","54","97"
"MULTIPOLYGON (((-40552.903 165734.1972,-40566.5536 165751.3112,-40573.7206 165778.538,-40574.8226 165791.104499999,-40573.4451 165830.6369,-40591.0848 165871.2149,-40596.8722 165838.2282,-40603.7627 165819.901799999,-40626.3603 165778.2751,-40626.1989 165746.272399999,-40625.0697 165715.4197,-40624.8443 165676.4263,-40621.4602 165657.5721,-40616.4983 165641.9318,-40611.6804 165631.1644,-40601.1035 165593.3211,-40606.3909 165559.1434,-40608.3976 165539.6821,-40610.1024 165533.5814,-40614.7261 165521.583799999,-40619.6388 165510.598099999,-40623.9735 165502.5034,-40627.8753 165497.2995,-40636.9778 165488.481799999,-40653.0269 165472.166200001,-40653.5019 165471.6852,-40663.9623 165461.0954,-40589.3863 165434.061799999,-40479.1927 165394.8422,-40439.0373 165377.566500001,-40381.1385 165342.547900001,-40362.7946 165372.927,-40341.6179 165412.537699999,-40351.9475 165417.9464,-40371.3048 165428.0756,-40378.7768 165461.4911,-40383.2519 165483.2752,-40384.9209 165491.3968,-40385.1079 165495.7677,-40386.8032 165535.419,-40385.0025 165557.3332,-40381.0399 165578.2204,-40372.1268 165628.2645,-40364.0825 165660.6633,-40364.4536 165668.712,-40393.7714 165673.8693,-40394.2784 165673.9583,-40407.8548 165675.064,-40416.7854 165675.7908,-40431.4518 165679.4574,-40460.9343 165661.4747,-40473.7078 165663.4924,-40489.7461 165667.009,-40497.2158 165668.875800001,-40502.9286 165670.6336,-40509.6293 165673.4914,-40518.856 165679.8649,-40527.7546 165687.4475,-40534.6754 165695.579,-40540.2713 165705.341499999,-40543.0172 165710.2863,-40552.903 165734.1972)))","774","13022","1312","04","027","01","13120402701","007437",Porto,"199839","2011","13120402701",,"8",Subsecção,"124","115","3","32","80","9","0","114","7","3","116","5","3","12","18","80","4","1","2","1","2","4","0","1","15","91","17","0","206","205","205","0","1","164","164","33","164","164","164","161","41","74","48","1","17","62","19","10","2","98","54","168","1","97","55","79","40","132","29","7","132","55","24","13","39","50","450","228","222","464","234","230","13","20","15","54","45","16","253","237","109","3","9","10","41","36","10","128","118","43","10","11","5","13","9","6","125","119","66","17","29","28","31","18","2","16","140","73","65","47","3","61","9","34","147","129","217","0","33","114","125","99"
"MULTIPOLYGON (((-38342.6594 165794.059,-38317.4121 165852.0118,-38316.2982 165856.5997,-38315.9262 165859.423599999,-38317.7832 165861.1875,-38343.7532 165871.3739,-38368.6125 165811.783199999,-38369.1654 165805.997400001,-38342.6594 165794.059)))","775","13023","1312","03","021","07","13120302107","007437",Porto,"199600","2011","13120302107",,"8",Subsecção,"16","16","0","16","0","0","0","16","0","0","16","0","0","14","0","0","0","0","0","0","0","0","2","0","1","15","0","0","16","16","16","0","0","14","14","2","14","14","14","13","3","7","4","0","0","6","3","0","0","6","6","15","0","10","4","12","1","14","1","0","12","6","1","1","2","5","33","16","17","34","17","17","2","0","1","0","0","1","14","13","17","2","0","1","0","0","0","7","7","7","0","0","0","0","0","1","7","6","10","2","0","1","1","0","0","0","17","5","2","3","0","2","0","1","11","15","19","0","4","7","2","7"
"MULTIPOLYGON (((-36611.5043 165806.4715,-36610.6553 165810.950300001,-36608.3326 165827.9146,-36609.7256 165841.392100001,-36612.7456 165850.454700001,-36618.7854 165860.4463,-36630.284 165871.947699999,-36640.2465 165857.9703,-36669.5379 165816.874700001,-36684.6711 165803.0682,-36717.6294 165763.3246,-36697.1792 165756.458,-36692.3013 165748.0934,-36688.6291 165710.3749,-36666.8652 165723.3455,-36656.6447 165732.408199999,-36634.3458 165756.111300001,-36623.6614 165771.2148,-36613.2101 165797.4728,-36611.5043 165806.4715)))","776","13024","1312","03","024","05","13120302405","007437",Porto,"199618","2011","13120302405",,"8",Subsecção,"9","1","1","0","0","8","0","9","0","0","1","8","0","1","0","0","8","0","0","0","0","0","0","8","0","1","0","0","81","81","81","0","0","75","75","6","75","75","75","74","36","34","5","0","1","37","0","0","1","2","73","75","0","40","21","28","23","62","9","4","71","33","12","14","25","26","199","86","113","216","94","122","15","11","8","12","11","16","132","116","38","9","4","1","6","6","7","60","53","14","6","7","7","6","5","9","72","63","24","9","10","5","9","5","0","3","98","33","31","10","2","2","7","11","59","53","104","0","8","51","31","43"
