WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat,sqm_price,number_of_ev_cars
"MULTIPOLYGON (((-8.66237984457605 41.1527728541261,-8.66210657321245 41.1527337303481,-8.66226912626008 41.1525934172852,-8.66238618094893 41.1524392653794,-8.66245709940306 41.1522523694758,-8.66249085205252 41.1521444962839,-8.66249086483763 41.1521444566061,-8.66249137084285 41.1521445677354,-8.66268125752196 41.1521860918645,-8.66340285452227 41.1524796777867,-8.66355634920246 41.1524975172928,-8.66367698216612 41.1524910260502,-8.66381609203592 41.1524785976314,-8.66397909134978 41.1524416850891,-8.66415379148178 41.1523491183484,-8.6643435252312 41.152113832482,-8.66445125741054 41.1519614917208,-8.66447637378753 41.1518148724673,-8.664456210146 41.1516444844102,-8.6643384101399 41.1514825443226,-8.66417563090086 41.1513341280156,-8.66421996455991 41.1512406872118,-8.66450280964695 41.1513672444508,-8.66468741050357 41.1515374833734,-8.66480622908042 41.1517147888169,-8.66488390437125 41.1520260832392,-8.66488169437435 41.1522152116909,-8.66483592003499 41.1523645925692,-8.66461230293412 41.1525920586354,-8.66447083410164 41.152794356386,-8.66237984457605 41.1527728541261)))",407,165363,13121601604,13,1312,131216,131216016,16,4,1604,13121601604,1,11,11A,9,0,9,9,0,9,0,9,0,0,0,9,72,72,67,5,0,0,53,8,67,30,37,53,20,176,87,89,14,15,81,66,768.192296471998,13343.3844346249,-8.66375957471441,41.15236133287252,4014,1.0479615622298637
"MULTIPOLYGON (((-8.66573707845231 41.1624865075465,-8.66552135364053 41.1623919842719,-8.66535176475915 41.1622610698232,-8.66491964341656 41.1617076193045,-8.66491939299354 41.1617072981057,-8.6653058462636 41.1615286654513,-8.66534120841112 41.1615817455616,-8.66538767416521 41.1615803683892,-8.66613739307014 41.1615195096268,-8.66719192322278 41.1614339001324,-8.66783153380822 41.1623675674172,-8.66639068517452 41.1621941328237,-8.66635935067172 41.1623468859533,-8.66629266625019 41.1625905447267,-8.66573707845231 41.1624865075465)))",410,165366,13121602503,13,1312,131216,131216025,25,3,2503,13121602503,1,11,11A,13,8,5,12,1,12,0,0,12,1,0,1,115,115,92,23,60,92,70,11,92,55,37,67,33,222,99,123,28,30,95,69,645.577296310091,18852.0281047581,-8.66632568973945,41.161950710505735,4014,1.2549663152629231
"MULTIPOLYGON (((-8.66423086535331 41.1637800802194,-8.66361372425271 41.1636782255571,-8.66329829317626 41.1636244967025,-8.66299866939795 41.1635721304542,-8.66301792560663 41.1635516038445,-8.66313423500779 41.1633328056033,-8.66315821517221 41.1632634519756,-8.66325499769216 41.1630316862837,-8.66336896095376 41.1626564042599,-8.66348693832156 41.1624670421091,-8.66363145568876 41.1623628258897,-8.66404648042077 41.1621467861472,-8.66461251448041 41.1618492757533,-8.6646240289358 41.1618438236247,-8.66462415357776 41.1618437663222,-8.66491939299354 41.1617072981057,-8.66491964341656 41.1617076193045,-8.66535176475915 41.1622610698232,-8.66552135364053 41.1623919842719,-8.66573707845231 41.1624865075465,-8.66629266625019 41.1625905447267,-8.66635136239182 41.1626015455268,-8.66621285686919 41.1631489609396,-8.66617687363201 41.1632911473233,-8.664314883157 41.1629694014742,-8.66427585359076 41.1631317512075,-8.6641867931854 41.1635046195691,-8.66419393106921 41.1635488411244,-8.66421891817809 41.1635934116848,-8.66425866136788 41.1636341963085,-8.66446208294341 41.1638202221195,-8.66423086535331 41.1637800802194)))",418,165386,13121602506,13,1312,131216,131216025,25,6,2506,13121602506,1,11,11A,20,15,5,19,7,13,0,4,9,5,2,0,186,186,158,28,77,156,107,28,158,105,53,114,50,369,169,200,40,49,175,105,910.189936725989,31404.1623371104,-8.66457536333247,41.16278412628433,4014,2.1282676171211428
"MULTIPOLYGON (((-8.67472712752973 41.1643339952855,-8.67334871909212 41.1640240711105,-8.67320608162329 41.1639420767303,-8.67309252885881 41.1638311418908,-8.67297568079848 41.163568497704,-8.67290337045224 41.1634929706593,-8.67278830433099 41.1634470691386,-8.67210382237698 41.1633667086282,-8.67221307066114 41.1621753193408,-8.6722130761018 41.162175256285,-8.67231393361648 41.162231777981,-8.6726121547163 41.1623324807137,-8.67352969011435 41.162533009896,-8.67397225933306 41.1626265495376,-8.67481753654336 41.1628198476833,-8.67481792434427 41.1628200610629,-8.67494309882177 41.162889036119,-8.67503235117549 41.1628903252543,-8.67556141907591 41.1628962890073,-8.67582082120152 41.1628983932694,-8.67596805868397 41.1629236291911,-8.67614494598519 41.1632772911702,-8.67624820627305 41.1635458472202,-8.67624843253498 41.1635461207852,-8.67613859318465 41.163541892494,-8.67594348407943 41.1635465156462,-8.67592704711299 41.1635443330236,-8.67583255785098 41.1634872352422,-8.67579521462935 41.1634840264652,-8.67510890378915 41.1635087143808,-8.67507028623531 41.1635314600285,-8.67506223180875 41.1635459408629,-8.67501786135339 41.1636022087485,-8.67507181817415 41.1642341187699,-8.67507556410247 41.1643301187494,-8.67493422175494 41.1644169803049,-8.67472712752973 41.1643339952855)))",427,165397,13121601001,13,1312,131216,131216010,10,1,1001,13121601001,1,11,11A,45,44,1,44,41,4,0,6,14,25,0,8,63,63,49,14,21,40,36,6,49,24,25,38,23,138,72,66,18,25,71,24,1024.49762284797,43805.7061016735,-8.673953662081853,41.16327518820062,4014,0.7762678238739731
"MULTIPOLYGON (((-8.67726287332492 41.1643516606896,-8.6770395583603 41.1641605749188,-8.67686985257264 41.1640260493196,-8.67670509829464 41.1639484857625,-8.67654211066692 41.1638251113382,-8.67631235898382 41.1636234303001,-8.67624843253498 41.1635461207852,-8.67624820627305 41.1635458472202,-8.67614494598519 41.1632772911702,-8.67596805868397 41.1629236291911,-8.67620634246625 41.1628102291786,-8.6764043927217 41.1627003356453,-8.67689194006459 41.1624195554732,-8.67723662889748 41.1622333434955,-8.67767774692423 41.1619951698758,-8.67767536937575 41.1620676452356,-8.67768469834904 41.1623177566232,-8.67768151233308 41.1624493095825,-8.67771811381956 41.162595989881,-8.67775688210254 41.1626735102998,-8.67781238409422 41.1627355271623,-8.67785212705179 41.1627799349336,-8.67786661710494 41.1630044243707,-8.67788323426097 41.1631836137841,-8.67789458403337 41.1633452696701,-8.6778629562101 41.1634824596717,-8.67782881636789 41.1635321431121,-8.67777820226628 41.1635780325861,-8.67762993471677 41.1636150219333,-8.67754434963346 41.1636534238468,-8.67748958978804 41.1637167111343,-8.67745042914754 41.163865101078,-8.67740178567429 41.1640769235523,-8.67741886714762 41.1642977981219,-8.6773895411279 41.1644253424701,-8.67726287332492 41.1643516606896)))",429,165399,13121601209,13,1312,131216,131216012,12,9,1209,13121601209,1,11,11A,19,19,0,19,15,4,2,9,2,6,0,4,19,19,18,1,9,16,16,2,18,7,11,18,7,58,27,31,6,9,34,9,678.753348613987,23540.0116553561,-8.67705865981242,41.16316902501987,4014,0.3363827236787217
"MULTIPOLYGON (((-8.67557137725418 41.1647551947533,-8.67515173448161 41.1646809127215,-8.67513486749416 41.1646741488099,-8.67498160532883 41.1646739001624,-8.67493422175494 41.1644169803049,-8.67507556410247 41.1643301187494,-8.67507181817415 41.1642341187699,-8.67501786135339 41.1636022087485,-8.67506223180875 41.1635459408629,-8.67507028623531 41.1635314600285,-8.67510890378915 41.1635087143808,-8.67579521462935 41.1634840264652,-8.67583255785098 41.1634872352422,-8.67592704711299 41.1635443330236,-8.67594348407943 41.1635465156462,-8.67613859318465 41.163541892494,-8.67624843253498 41.1635461207852,-8.67631235898382 41.1636234303001,-8.67615364613971 41.1639970459417,-8.67601081798543 41.1642599224386,-8.67593961845945 41.1643235602024,-8.67594106023153 41.1644976925172,-8.67596961335584 41.1645929155307,-8.67600095035942 41.164664797915,-8.67596482318958 41.1647485265026,-8.67597140386352 41.1648090036356,-8.67557137725418 41.1647551947533)))",441,165411,13121601002,13,1312,131216,131216010,10,2,1002,13121601002,1,11,11A,18,11,7,18,15,3,1,3,11,0,3,1,55,55,49,6,22,44,38,5,49,24,25,39,23,141,73,68,26,23,65,27,470.576580495512,12275.2245971431,-8.675573051065046,41.16409217753484,4014,0.7439233312125575
"MULTIPOLYGON (((-8.68609345640231 41.1662869546034,-8.68593803200264 41.1662609785719,-8.6858259108231 41.1662169488827,-8.68569520527277 41.1661774743861,-8.68552740428025 41.1661559972051,-8.68535353340671 41.1661523756319,-8.6852573225653 41.1661654258172,-8.68525870418878 41.1661696152066,-8.68525887137391 41.1661895310574,-8.6852529310179 41.1662086387844,-8.68524183756106 41.1662255201333,-8.68522712995031 41.16623925919,-8.68521053590314 41.1662495676374,-8.68519264214172 41.1662569279953,-8.68517152366354 41.1662619734887,-8.68514769662464 41.1662637354789,-8.68512537286822 41.1662616093982,-8.68512203511911 41.1662613012391,-8.68509802689262 41.166254393829,-8.68507625997683 41.1662432256349,-8.68505895845257 41.1662288665184,-8.68504697911076 41.1662127440626,-8.685040299408 41.1661962900639,-8.68503820196619 41.1661806335005,-8.68504003648598 41.1661649571953,-8.68504643832546 41.1661484405115,-8.68505814611896 41.1661322045483,-8.68507520523116 41.1661176798727,-8.68509678291267 41.166106303961,-8.68510724276222 41.1661032283825,-8.6845813302198 41.1651314774858,-8.68530569213539 41.1648962187765,-8.68663433299096 41.1644847289783,-8.68745350973033 41.1659411225717,-8.68638511912806 41.1662721879583,-8.68622390012926 41.166295239846,-8.68609345640231 41.1662869546034)))",451,165426,13121601005,13,1312,131216,131216010,10,5,1005,13121601005,1,11,11A,30,30,0,30,8,22,7,16,0,5,2,0,32,32,28,4,12,25,20,5,28,10,18,23,17,91,48,43,18,19,43,11,715.294781769984,30814.136681727,-8.686036560720334,41.16547878187444,4014,0.47222959285666694
"MULTIPOLYGON (((-8.66075882743748 41.1663388826745,-8.6607584349381 41.1663386746718,-8.66135859230416 41.1655837611045,-8.66204147287109 41.1647357226356,-8.66204152242832 41.1647356620791,-8.66204845619086 41.1647276929253,-8.66266981738601 41.1640135267136,-8.66267024666805 41.1640137165321,-8.66300801379339 41.164162812716,-8.66309113082831 41.1640816642013,-8.66311412672338 41.1640684570952,-8.66314875025943 41.1640639306745,-8.66319501788069 41.164070272004,-8.6632220901957 41.1640986443028,-8.66358785072158 41.1647792550382,-8.66362770879737 41.1648445842314,-8.66300508285717 41.165240947394,-8.66145681425839 41.1664577042576,-8.66139655392442 41.166544392446,-8.66135337644288 41.166654321653,-8.66075882743748 41.1663388826745)))",464,165439,13121601901,13,1312,131216,131216019,19,1,1901,13121601901,1,11,11A,46,44,2,45,23,23,1,27,12,6,0,2,54,54,46,8,15,31,37,5,46,22,24,37,21,128,61,67,21,16,65,26,791.508506026652,26229.2790343406,-8.662255430059442,41.16524821285018,4014,0.6921721429542926
"MULTIPOLYGON (((-8.66990137956261 41.1511286734104,-8.6701112906316 41.1510635759786,-8.67033345120023 41.1509946833318,-8.67044356239596 41.1511745898035,-8.67043119739819 41.1513304784751,-8.67035288437992 41.1514877471586,-8.6701502966745 41.1515655970535,-8.66990137956261 41.1511286734104)))",466,165859,13121602216,13,1312,131216,131216022,22,16,2216,13121602216,1,11,11A,7,7,0,7,7,0,5,0,0,1,1,5,7,7,6,1,1,0,4,1,6,3,3,4,3,16,6,10,3,3,9,1,169.135386519794,1792.76928034004,-8.670208339807642,41.15126250550495,4014,0.08409568091968042
"MULTIPOLYGON (((-8.67656664802294 41.151084545569,-8.67618445498065 41.1505109470789,-8.67632179814275 41.1506055321299,-8.67633264376294 41.1506135038548,-8.67648177413209 41.1507231325101,-8.67663633598371 41.1508313135551,-8.6767960879086 41.1509431427652,-8.67679897558789 41.1509451641173,-8.6769430907039 41.1510647026079,-8.67703056426361 41.1511326190571,-8.67708979126695 41.1511786009906,-8.67732731991746 41.1513537822657,-8.67718995269033 41.1514335955657,-8.67705001308012 41.1514962504666,-8.67692394397612 41.1515537873779,-8.67656664802294 41.151084545569)))",467,165860,13121600103,13,1312,131216,131216001,1,3,103,13121600103,1,11,11A,6,3,3,5,3,3,2,2,2,0,0,2,14,14,11,3,2,0,4,7,11,9,2,5,3,22,11,11,1,3,13,5,306.110850116149,2864.57740811485,-8.676800117014228,41.151130869382015,4014,0.13584686917794528
"MULTIPOLYGON (((-8.67556185738714 41.1515117223052,-8.67508151208988 41.1512455638684,-8.67455788214821 41.1511731561579,-8.67455659933412 41.150703759407,-8.67461818125798 41.1506742517279,-8.67511871551693 41.1506043164163,-8.67539904241998 41.1506299515453,-8.67573447701365 41.150779886209,-8.67597728037504 41.1508861838172,-8.67645740445928 41.1511456313407,-8.67609521619264 41.1513624295665,-8.67600002953879 41.1514092947125,-8.67567558946929 41.151575707282,-8.67552429751887 41.1516588887775,-8.67556185738714 41.1515117223052)))",470,165863,13121600713,13,1312,131216,131216007,7,13,713,13121600713,1,11,11A,29,24,5,28,21,8,1,18,4,3,3,9,54,54,41,13,6,24,21,18,41,24,17,24,12,98,41,57,15,6,50,27,438.762316484965,10164.4875573454,-8.675410384090346,41.15104865414368,4014,0.5369185781794981
"MULTIPOLYGON (((-8.6694786702911 41.1658027091677,-8.66941758593348 41.1657827266747,-8.66938569492867 41.1657570966857,-8.66937557291004 41.1657110803996,-8.66937227301664 41.1656060828506,-8.66936210603341 41.1655545471216,-8.66933256633468 41.1655178407574,-8.66930556369335 41.1654940257695,-8.66927131715659 41.1654776001265,-8.66922003969614 41.1654649455166,-8.66916639162851 41.1654596674528,-8.66908347865298 41.1654526985681,-8.669010352775 41.1654493569517,-8.668961566038 41.1654440561743,-8.66893225289973 41.1654349820194,-8.66889549201903 41.165411203325,-8.66887094709683 41.1653892127836,-8.6688511241063 41.1653487702254,-8.66883859009934 41.1653064649835,-8.6688383500099 41.1652769868461,-8.66884534947611 41.1652382645137,-8.66885971402994 41.1652068824645,-8.66890086968684 41.165173529006,-8.66894448593406 41.1651438459539,-8.66899010143848 41.1650933824101,-8.6690333967683 41.1649703583958,-8.66903595101443 41.16459855617,-8.66930248646744 41.1646384060483,-8.66998135926289 41.164752807846,-8.67028385120871 41.1648082355116,-8.67076112165718 41.1648956818452,-8.67081869865626 41.1649049918708,-8.67086324229207 41.165741067607,-8.67072388763131 41.1657574234707,-8.66975965025473 41.1658000821502,-8.66951038430018 41.1658080892339,-8.6694786702911 41.1658027091677)))",474,165921,13121602002,13,1312,131216,131216020,20,2,2002,13121602002,1,11,11A,13,6,7,13,2,11,0,0,7,6,0,0,92,92,83,9,29,83,67,11,83,38,45,69,39,232,108,124,34,38,105,55,536.123854701854,16945.027113929,-8.669897803296536,41.16524218975349,4014,1.2808419093920556
"MULTIPOLYGON (((-8.66300855264806 41.166596941129,-8.6624388042294 41.1665845587739,-8.66220261637929 41.1665097438201,-8.66217492000765 41.1665060721177,-8.66198997828721 41.1664815148666,-8.66183170350015 41.16649101352,-8.66157343495336 41.1665505927022,-8.66135337644288 41.166654321653,-8.66139655392442 41.166544392446,-8.66145681425839 41.1664577042576,-8.66300508285717 41.165240947394,-8.66362770879737 41.1648445842314,-8.66390478775863 41.1652988481921,-8.6640470113976 41.1653837823977,-8.66453003815146 41.1656308584679,-8.66487895804622 41.1658093399852,-8.66525262110235 41.1660415672842,-8.66507159895855 41.1660609631785,-8.66334479196619 41.1666539506615,-8.66308883510504 41.1667178806893,-8.66300855264806 41.166596941129)))",479,165926,13121601902,13,1312,131216,131216019,19,2,1902,13121601902,1,11,11A,34,33,1,34,22,12,2,16,7,6,3,9,39,39,31,8,7,17,23,8,31,15,16,23,16,80,32,48,8,20,36,16,832.471897392492,30364.5212104917,-8.66333217610841,41.165945356373896,4014,0.46576069432438383
"MULTIPOLYGON (((-8.66715385724267 41.1675708733979,-8.66675719265211 41.1672241663357,-8.66746887310922 41.1668255672511,-8.66796813622812 41.1665469406419,-8.66795488565678 41.1666112182912,-8.66801026864584 41.1674892020329,-8.66791217440512 41.1675277458142,-8.66739179327911 41.1678097125608,-8.66715385724267 41.1675708733979)))",495,165947,13121601903,13,1312,131216,131216019,19,3,1903,13121601903,1,11,11A,30,30,0,30,23,7,0,26,2,2,0,3,31,31,24,7,3,12,21,3,24,14,10,18,8,63,30,33,7,6,38,12,378.397018258898,7926.12395331527,-8.66751358474925,41.16722290794092,4014,0.3622583178078541
"MULTIPOLYGON (((-8.67638136980555 41.1624879970699,-8.67636867692265 41.1623809468737,-8.6762760766579 41.1619872380917,-8.67621195915191 41.1618077870471,-8.67616066558324 41.1615148614927,-8.67632286756918 41.1614776471373,-8.67672474696964 41.1613728938208,-8.67732105849976 41.1612271693819,-8.6775301786097 41.1611959608368,-8.67770648867429 41.1611793688954,-8.67768787046101 41.1615204355028,-8.67767915577431 41.1616764244495,-8.67767056943926 41.1618436051629,-8.67767774692423 41.1619951698758,-8.67723662889748 41.1622333434955,-8.67689194006459 41.1624195554732,-8.6764043927217 41.1627003356453,-8.67638136980555 41.1624879970699)))",499,166174,13121601206,13,1312,131216,131216012,12,6,1206,13121601206,1,11,11A,14,11,3,13,0,14,0,1,13,0,0,3,68,68,64,4,46,63,49,9,64,34,30,46,28,165,87,78,18,29,80,38,491.966408909987,13696.079718045,-8.676938509758815,41.16183657182921,4014,0.950928084245617
"MULTIPOLYGON (((-8.67481753654336 41.1628198476833,-8.67397225933306 41.1626265495376,-8.67352969011435 41.162533009896,-8.6726121547163 41.1623324807137,-8.67231393361648 41.162231777981,-8.6722130761018 41.162175256285,-8.67214359990479 41.1621363207697,-8.67136180875073 41.1617858301953,-8.67107239538963 41.1616193622803,-8.67103033290293 41.1615910978418,-8.67214257072251 41.161123275617,-8.67242561054456 41.1610056481004,-8.67263660858595 41.1613073873148,-8.67275176654749 41.161375123176,-8.67290983055124 41.1614126374225,-8.6741151092294 41.1614974842943,-8.67426882345828 41.1616923434227,-8.67490697593751 41.1619326034917,-8.67490835081957 41.162090714811,-8.67491119064507 41.1624436188384,-8.67481792434427 41.1628200610629,-8.67481753654336 41.1628198476833)))",502,166177,13121601207,13,1312,131216,131216012,12,7,1207,13121601207,1,11,11A,42,41,1,42,14,28,0,15,15,12,0,6,46,46,44,2,16,41,34,6,44,24,20,31,15,115,53,62,9,22,61,23,833.579145382788,32381.8882438113,-8.673198762002466,41.16192535414856,4014,0.6857032444220096
"MULTIPOLYGON (((-8.66796123338192 41.1628767209328,-8.66754127086161 41.1628001525165,-8.66691397324114 41.1626896824666,-8.66641855004326 41.1626120738727,-8.66635136239182 41.1626015455268,-8.66629266625019 41.1625905447267,-8.66635935067172 41.1623468859533,-8.66639068517452 41.1621941328237,-8.66783153380822 41.1623675674172,-8.66821604696826 41.1629220573871,-8.66796123338192 41.1628767209328)))",504,166179,13121602504,13,1312,131216,131216025,25,4,2504,13121602504,1,11,11A,4,0,4,4,0,4,0,0,4,0,0,0,56,56,53,3,48,53,47,4,53,30,23,43,21,139,63,76,19,21,61,38,402.370776969366,7032.46850977893,-8.667213910560083,41.162531324685375,4014,0.7762678238739731
"MULTIPOLYGON (((-8.67582082120152 41.1628983932694,-8.67556141907591 41.1628962890073,-8.67503235117549 41.1628903252543,-8.67494309882177 41.162889036119,-8.67481792434427 41.1628200610629,-8.67491119064507 41.1624436188384,-8.67490835081957 41.162090714811,-8.67490697593751 41.1619326034917,-8.67426882345828 41.1616923434227,-8.6741151092294 41.1614974842943,-8.67290983055124 41.1614126374225,-8.67275176654749 41.161375123176,-8.67263660858595 41.1613073873148,-8.67242561054456 41.1610056481004,-8.67349390279233 41.1605746067541,-8.67351247351486 41.1605670100179,-8.67572937392338 41.1596599483557,-8.67591531060706 41.1595774948509,-8.67611166484609 41.1598689327802,-8.67611864251031 41.1598886364776,-8.67612241602106 41.1599069956259,-8.67611040271913 41.1599267708419,-8.67608797561672 41.1599492163079,-8.6759545688793 41.160010308282,-8.67592169428464 41.1600314964237,-8.67588547319826 41.1600671612794,-8.67586455837881 41.1601256231982,-8.67588098253257 41.1602966199681,-8.67591427717509 41.1603969378846,-8.67605781267529 41.1609643436068,-8.67616066558324 41.1615148614927,-8.67621195915191 41.1618077870471,-8.6762760766579 41.1619872380917,-8.67636867692265 41.1623809468737,-8.67638136980555 41.1624879970699,-8.6764043927217 41.1627003356453,-8.67620634246625 41.1628102291786,-8.67596805868397 41.1629236291911,-8.67582082120152 41.1628983932694)))",507,166182,13121601208,13,1312,131216,131216012,12,8,1208,13121601208,1,11,11A,55,54,1,55,30,25,12,22,8,12,1,11,62,62,53,9,23,42,33,15,53,29,24,43,20,146,74,72,24,13,71,38,1191.2120296624,59403.224237368,-8.67493069942371,41.16126331418504,4014,0.7892056209385393
